,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,webURL,numViolations,id,impact,tags,description,help,helpUrl,html,failureSummary,DOM
156,514,21,3,https://www.nytimes.com/,9,image-alt,critical,"['cat.text-alternatives', 'wcag2a', 'wcag111', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT7.a', 'TT7.b']",Ensures <img> elements have alternate text or a role of none or presentation,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.7/image-alt?application=playwright,"[['<img src=""https://secure.insightexpressai.com/adServer/adServerESI.aspx?script=false&amp;bannerID=11666153&amp;rnd=1311708974&amp;redir=https://secure.insightexpressai.com/adserver/1pixel.gif"">', '<img id=""trigger-box-image-22144"" src=""https://c.evidon.com/icon/box_77_top-right.png"">', '<img src=""https://c.evidon.com/icon/c_30_us.png"">', '<img tabindex=""0"" src=""https://static01.nyt.com/images/2023/08/15/reader-center/trump-charged-test-promo/trump-charged-test-promo-square640-v10.png?quality=75&amp;auto=webp"" draggable=""true"" class=""css-dcisop"">']]","[['Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",6
33,188,16,0,https://www.nytimes.com/,10,aria-allowed-role,minor,"['cat.aria', 'best-practice']",Ensures role attribute has an appropriate value for the element,ARIA role should be appropriate for the element,https://dequeuniversity.com/rules/axe/4.7/aria-allowed-role?application=playwright,"[['<iframe frameborder=""0"" src=""https://c6f1304f31b3e7a9702fa697ab166be3.safeframe.googlesyndication.com/safeframe/1-0-40/html/container.html"" id=""google_ads_iframe_/29390238/nyt/homepage_0"" title=""3rd party ad content"" name="""" scrolling=""no"" marginwidth=""0"" marginheight=""0"" width=""970"" height=""250"" data-is-safeframe=""true"" sandbox=""allow-forms allow-popups allow-popups-to-escape-sandbox allow-same-origin allow-scripts allow-top-navigation-by-user-activation"" role=""region"" aria-label=""Advertisement"" tabindex=""0"" data-google-container-id=""1"" data-load-complete=""true"" style=""border: 0px; vertical-align: bottom;"">']]",[['Fix any of the following:\n  ARIA role region is not allowed for given element']],6
35,190,18,2,https://www.nytimes.com/,10,frame-title,serious,"['cat.text-alternatives', 'wcag2a', 'wcag412', 'section508', 'section508.22.i', 'TTv5', 'TT12.d']",Ensures <iframe> and <frame> elements have an accessible name,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.7/frame-title?application=playwright,"[['<iframe style=""position: absolute; width:100%; top:0px; bottom:0px;"" src=""https://www.nytimes.com/subscription/ads/MON-221469-ADA-OwnedMedia-INTL-Sept-2022/970x250"" width=""970px"" height=""250px"" overflow=""hidden"" scrolling=""no"" frameborder=""0""></iframe>']]","[['Fix any of the following:\n  Element has no title attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",6
42,197,25,9,https://www.nytimes.com/,10,scrollable-region-focusable,serious,"['cat.keyboard', 'wcag2a', 'wcag211', 'TTv5', 'TT4.a']",Ensure elements that have scrollable content are accessible by keyboard,Scrollable region must have keyboard access,https://dequeuniversity.com/rules/axe/4.7/scrollable-region-focusable?application=playwright,"[['<ol class=""css-y68rbb"">']]",[['Fix any of the following:\n  Element should have focusable content\n  Element should be focusable']],6
41,196,24,8,https://www.nytimes.com/,10,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<div class=""image-1""><img src=""https://mwcm.nyt.com/dam/mkt_assets/crs/banners/MON-221469-ADA-OwnedMedia-US-Sept-2022/lib/images/NYTAllAccess_Black.svg""></div>', '<div class=""text-1""><div>Five exceptional experiences.<br>One extraordinary price.</div></div>', '<div class=""text-2""><div>Introductory offer.</div></div>', '<div class=""text-3""><span>€3</span> €0.50  a week for your first year.</div>', '<div class=""frame-button""><div class=""button"">SUBSCRIBE NOW</div></div>', '<div class=""text-4""><div>Cancel or pause anytime.</div></div>', '<span class=""css-ryh0ds"">We\'ve updated our terms</span>', '<span class=""css-1gwp7w6"">']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",6
40,195,23,7,https://www.nytimes.com/,10,nested-interactive,serious,"['cat.keyboard', 'wcag2a', 'wcag412', 'TTv5', 'TT6.a']",Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.7/nested-interactive?application=playwright,"[['<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">', '<div role=""tab"" class=""css-jsjvin"">', '<div class=""css-18mivk6 e1ejehf00"" role=""button"" tabindex=""0"" data-testid=""expanded-dock-heading-selector"">']]","[['Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants']]",6
39,194,22,6,https://www.nytimes.com/,10,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a href=""https://adclick.g.doubleclick.net/pcs/click%253Fxai%253DAKAOjsu-cUBMzdY19mUdZOKfdiC9TZT0n--jOyrPsY1LISRzmA6GKO8qzb4HOyJCoc78mXC7GK73o40_DUBwEQbxP9gaR5R-PUjpB8QN_hRe-vcOFjdDfoybFKloWHxWZqa33Tckk-9LTejliXoPn7SSGGCSJntL8TxmuuUfBHP-bcVBJhmSGSlFlJUAXxH36Qp7_pGf76FbeGGICnMSZcTedpLQb_J0CbtYOoHOlLjL-sFd8tZIBMZE_7hXNcCUjhFNV1fCQaEaPbFUrSZ7kGHjbZ49gw3SvvaCQ2LXz2szI8OZ4zsC2OZ8avYV_zl7ERded0RTTGz5rQ%2526sai%253DAMfl-YQH9vRFP1ZZRPD_1Cj47Nl0_xbunuFx_kb-KePu9IxorIU_GrWL-ldVArguyhqPnCQC0uKk_bAjViEK_RfWtnw2RlmSWFOPYYVPcthfsTp8IjP7ANTldofCSZLEvCLWCql2v6qOsJ0-JD4frU8%2526sig%253DCg0ArKJSzAzFmJ5z5suOEAE%2526fbs_aeid%253D%255Bgw_fbsaeid%255D%2526urlfix%253D1%2526adurl%253Dhttps://www.nytimes.com/subscription%3FcampaignId%3D8XY7W%26channel%3Dodisplay%26areas%3Dbanner%26campaign%3Dsale"" style=""width:100%; top:0px; bottom:0px; position:absolute;"" target=""_blank"">', '<a class=""css-4b375e"" href=""https://www.nytimes.com/interactive/2023/08/14/us/politics/trump-georgia-indictment-key-players.html"">', '<a class=""css-4b375e"" href=""https://www.nytimes.com/2023/08/15/us/hawaii-maui-lahaina-fire.html""><div class=""css-s08p0c""><svg width=""100%"" height=""100%"" xmlns=""http://www.w3.org/2000/svg"" version=""1.1""></svg></div></a>']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",6
34,189,17,1,https://www.nytimes.com/,10,duplicate-id,minor,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value is unique,id attribute value must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id?application=playwright,"[['<g id=""Page-1"" stroke=""none"" stroke-width=""1"" fill=""none"" fill-rule=""evenodd"">', '<g id=""Artboard""><g id=""Group""><path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path><polyline id=""Shape"" fill=""#a61b1e"" fill-rule=""nonzero"" points=""4.86293961 4.09179688 2.5 0 0.13706039 4.09179688""></polyline></g></g>', '<g id=""Group""><path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path><polyline id=""Shape"" fill=""#a61b1e"" fill-rule=""nonzero"" points=""4.86293961 4.09179688 2.5 0 0.13706039 4.09179688""></polyline></g>', '<path d=""M2.5,9 L2.5,3.373"" id=""Shape"" stroke=""#a61b1e""></path>']]","[['Fix any of the following:\n  Document has multiple static elements with the same id attribute: Page-1', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Artboard', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Group', 'Fix any of the following:\n  Document has multiple static elements with the same id attribute: Shape']]",6
38,193,21,5,https://www.nytimes.com/,10,landmark-unique,moderate,"['cat.semantics', 'best-practice']",Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.7/landmark-unique?application=playwright,"[['<section aria-label=""Gallery"" class=""css-1iwzlsc"">', '<nav class=""css-p7s86k"">']]","[['Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable', 'Fix any of the following:\n  The landmark must have a unique aria-label, aria-labelledby, or title to make landmarks distinguishable']]",6
37,192,20,4,https://www.nytimes.com/,10,image-alt,critical,"['cat.text-alternatives', 'wcag2a', 'wcag111', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT7.a', 'TT7.b']",Ensures <img> elements have alternate text or a role of none or presentation,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.7/image-alt?application=playwright,"[['<img src=""https://mwcm.nyt.com/dam/mkt_assets/crs/banners/MON-221469-ADA-OwnedMedia-US-Sept-2022/lib/images/NYTAllAccess_Black.svg"">', '<img tabindex=""0"" src=""https://static01.nyt.com/images/2023/08/15/reader-center/trump-charged-test-promo/trump-charged-test-promo-square640-v10.png?quality=75&amp;auto=webp"" draggable=""true"" class=""css-dcisop"">']]","[['Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",6
36,191,19,3,https://www.nytimes.com/,10,heading-order,moderate,"['cat.semantics', 'best-practice']",Ensures the order of headings is semantically correct,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.7/heading-order?application=playwright,"[['<h5 class=""css-4nvt9l"">', '<h5 class=""css-1l7ibcj""><span class=""css-wt2ynm"">Analysis</span></h5>', '<h5 class=""css-1l7ibcj""><span class=""css-wt2ynm"">The Athletic</span></h5>']]","[['Fix any of the following:\n  Heading order invalid', 'Fix any of the following:\n  Heading order invalid', 'Fix any of the following:\n  Heading order invalid']]",6
87,385,27,3,https://www.patreon.com/,6,color-contrast,serious,"['cat.color', 'wcag2aa', 'wcag143', 'ACT', 'TTv5', 'TT13.c']",Ensures the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds,Elements must meet minimum color contrast ratio thresholds,https://dequeuniversity.com/rules/axe/4.7/color-contrast?application=playwright,"[['<div data-cta=""true"" class=""GlobalHeader_cta__vacQY"">Start a paid membership</div>', '<div class=""sc-fKVqWL cIeVvp"">Start a paid membership</div>', '<div class=""sc-fKVqWL cIeVvp"">Search</div>', '<span>Video Creators</span>', '<div class=""sc-fKVqWL cIeVvp"">Start a paid membership</div>']]","[['Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ff424d, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1', 'Fix any of the following:\n  Element has insufficient color contrast of 3.42 (foreground color: #ffffff, background color: #ff424d, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1']]",15
